STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,SECTOR,Institutional sector,STANDARD_REVENUE,Revenue category,CTRY_SPECIFIC_REVENUE,Country-specific revenue category,UNIT_MEASURE,Unit of measure,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,REVENUE_CODE,Revenue code,DECIMALS,Decimals
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_5220,"Non-recurrent taxes on use of goods, or on permission to use goods, or perform activities",_T,Total,HKD,Hong Kong dollar,A,Annual,2017,,8594,,A,Normal value,6,Millions,5220,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,HKD,Hong Kong dollar,A,Annual,2017,,25651,,A,Normal value,6,Millions,4100,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_5120,Taxes on specific goods and services,_T,Total,HKD,Hong Kong dollar,A,Annual,2017,,35397,,A,Normal value,6,Millions,5120,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_6000,Other taxes,_T,Total,HKD,Hong Kong dollar,A,Annual,2017,,11392,,A,Normal value,6,Millions,6000,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_5000,Taxes on goods and services,_T,Total,HKD,Hong Kong dollar,A,Annual,2017,,43991,,A,Normal value,6,Millions,5000,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_1200,"Taxes on income, profits and capital gains of corporations",_T,Total,HKD,Hong Kong dollar,A,Annual,2017,,139100,,A,Normal value,6,Millions,1200,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_6200,"Other taxes paid by other than business, or unidentifiable",_T,Total,HKD,Hong Kong dollar,A,Annual,2017,,8150,,A,Normal value,6,Millions,6200,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_1210,Taxes on income and profits of corporations,_T,Total,HKD,Hong Kong dollar,A,Annual,2017,,139100,,A,Normal value,6,Millions,1210,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_1000,"Taxes on income, profits and capital gains of individuals and corporations",_T,Total,HKD,Hong Kong dollar,A,Annual,2017,,205281,,A,Normal value,6,Millions,1000,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_5126,Taxes on specific services,_T,Total,HKD,Hong Kong dollar,A,Annual,2017,,24696,,A,Normal value,6,Millions,5126,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_4300,"Estate, inheritance and gift taxes",_T,Total,HKD,Hong Kong dollar,A,Annual,2017,,31,,A,Normal value,6,Millions,4300,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_4310,Estate and inheritance taxes,_T,Total,HKD,Hong Kong dollar,A,Annual,2017,,31,,A,Normal value,6,Millions,4310,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,_T,Total tax revenue,_T,Total,HKD,Hong Kong dollar,A,Annual,2017,,381519,,A,Normal value,6,Millions,TOTALTAX,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_4000,Taxes on property,_T,Total,HKD,Hong Kong dollar,A,Annual,2017,,120855,,A,Normal value,6,Millions,4000,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_4400,Taxes on financial and capital transactions,_T,Total,HKD,Hong Kong dollar,A,Annual,2017,,95173,,A,Normal value,6,Millions,4400,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_1110,Taxes on income and profits of individuals,_T,Total,HKD,Hong Kong dollar,A,Annual,2017,,66181,,A,Normal value,6,Millions,1110,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_1100,"Taxes on income, profits and capital gains of individuals",_T,Total,HKD,Hong Kong dollar,A,Annual,2017,,66181,,A,Normal value,6,Millions,1100,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_5200,"Taxes on use of goods, or on permission to use goods or perform activities",_T,Total,HKD,Hong Kong dollar,A,Annual,2017,,8594,,A,Normal value,6,Millions,5200,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_6100,Other taxes paid solely by business,_T,Total,HKD,Hong Kong dollar,A,Annual,2017,,3242,,A,Normal value,6,Millions,6100,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_5121,Excises,_T,Total,HKD,Hong Kong dollar,A,Annual,2017,,10701,,A,Normal value,6,Millions,5121,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_1210,Taxes on income and profits of corporations,_T,Total,HKD,Hong Kong dollar,A,Annual,2018,,166620,,A,Normal value,6,Millions,1210,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_1000,"Taxes on income, profits and capital gains of individuals and corporations",_T,Total,HKD,Hong Kong dollar,A,Annual,2018,,232729,,A,Normal value,6,Millions,1000,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_4310,Estate and inheritance taxes,_T,Total,HKD,Hong Kong dollar,A,Annual,2018,,89,,A,Normal value,6,Millions,4310,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_4300,"Estate, inheritance and gift taxes",_T,Total,HKD,Hong Kong dollar,A,Annual,2018,,89,,A,Normal value,6,Millions,4300,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_5126,Taxes on specific services,_T,Total,HKD,Hong Kong dollar,A,Annual,2018,,25075,,A,Normal value,6,Millions,5126,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,_T,Total tax revenue,_T,Total,HKD,Hong Kong dollar,A,Annual,2018,,390260,,A,Normal value,6,Millions,TOTALTAX,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_5100,"Taxes on production, sale, transfer, leasing and delivery of goods and rendering of services",_T,Total,HKD,Hong Kong dollar,A,Annual,2018,,35711,,A,Normal value,6,Millions,5100,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_5220,"Non-recurrent taxes on use of goods, or on permission to use goods, or perform activities",_T,Total,HKD,Hong Kong dollar,A,Annual,2018,,9432,,A,Normal value,6,Millions,5220,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,HKD,Hong Kong dollar,A,Annual,2018,,20791,,A,Normal value,6,Millions,4100,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_6000,Other taxes,_T,Total,HKD,Hong Kong dollar,A,Annual,2018,,11529,,A,Normal value,6,Millions,6000,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_5120,Taxes on specific goods and services,_T,Total,HKD,Hong Kong dollar,A,Annual,2018,,35711,,A,Normal value,6,Millions,5120,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_5000,Taxes on goods and services,_T,Total,HKD,Hong Kong dollar,A,Annual,2018,,45143,,A,Normal value,6,Millions,5000,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_1200,"Taxes on income, profits and capital gains of corporations",_T,Total,HKD,Hong Kong dollar,A,Annual,2018,,166620,,A,Normal value,6,Millions,1200,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_6200,"Other taxes paid by other than business, or unidentifiable",_T,Total,HKD,Hong Kong dollar,A,Annual,2018,,8029,,A,Normal value,6,Millions,6200,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_4000,Taxes on property,_T,Total,HKD,Hong Kong dollar,A,Annual,2018,,100859,,A,Normal value,6,Millions,4000,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_1100,"Taxes on income, profits and capital gains of individuals",_T,Total,HKD,Hong Kong dollar,A,Annual,2018,,66109,,A,Normal value,6,Millions,1100,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_1110,Taxes on income and profits of individuals,_T,Total,HKD,Hong Kong dollar,A,Annual,2018,,66109,,A,Normal value,6,Millions,1110,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_4400,Taxes on financial and capital transactions,_T,Total,HKD,Hong Kong dollar,A,Annual,2018,,79979,,A,Normal value,6,Millions,4400,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_6100,Other taxes paid solely by business,_T,Total,HKD,Hong Kong dollar,A,Annual,2018,,3500,,A,Normal value,6,Millions,6100,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_5200,"Taxes on use of goods, or on permission to use goods or perform activities",_T,Total,HKD,Hong Kong dollar,A,Annual,2018,,9432,,A,Normal value,6,Millions,5200,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_5121,Excises,_T,Total,HKD,Hong Kong dollar,A,Annual,2018,,10636,,A,Normal value,6,Millions,5121,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_5100,"Taxes on production, sale, transfer, leasing and delivery of goods and rendering of services",_T,Total,HKD,Hong Kong dollar,A,Annual,2019,,35750,,A,Normal value,6,Millions,5100,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_5220,"Non-recurrent taxes on use of goods, or on permission to use goods, or perform activities",_T,Total,HKD,Hong Kong dollar,A,Annual,2019,,7219,,A,Normal value,6,Millions,5220,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,HKD,Hong Kong dollar,A,Annual,2019,,23787,,A,Normal value,6,Millions,4100,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_5120,Taxes on specific goods and services,_T,Total,HKD,Hong Kong dollar,A,Annual,2019,,35750,,A,Normal value,6,Millions,5120,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_6000,Other taxes,_T,Total,HKD,Hong Kong dollar,A,Annual,2019,,8034,,A,Normal value,6,Millions,6000,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_5000,Taxes on goods and services,_T,Total,HKD,Hong Kong dollar,A,Annual,2019,,42969,,A,Normal value,6,Millions,5000,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_1200,"Taxes on income, profits and capital gains of corporations",_T,Total,HKD,Hong Kong dollar,A,Annual,2019,,155900,,A,Normal value,6,Millions,1200,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_6200,"Other taxes paid by other than business, or unidentifiable",_T,Total,HKD,Hong Kong dollar,A,Annual,2019,,4832,,A,Normal value,6,Millions,6200,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_1210,Taxes on income and profits of corporations,_T,Total,HKD,Hong Kong dollar,A,Annual,2019,,155900,,A,Normal value,6,Millions,1210,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_1000,"Taxes on income, profits and capital gains of individuals and corporations",_T,Total,HKD,Hong Kong dollar,A,Annual,2019,,211312,,A,Normal value,6,Millions,1000,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_5126,Taxes on specific services,_T,Total,HKD,Hong Kong dollar,A,Annual,2019,,24359,,A,Normal value,6,Millions,5126,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_4300,"Estate, inheritance and gift taxes",_T,Total,HKD,Hong Kong dollar,A,Annual,2019,,53,,A,Normal value,6,Millions,4300,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,_T,Total tax revenue,_T,Total,HKD,Hong Kong dollar,A,Annual,2019,,353353,,A,Normal value,6,Millions,TOTALTAX,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_4310,Estate and inheritance taxes,_T,Total,HKD,Hong Kong dollar,A,Annual,2019,,53,,A,Normal value,6,Millions,4310,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_4000,Taxes on property,_T,Total,HKD,Hong Kong dollar,A,Annual,2019,,91038,,A,Normal value,6,Millions,4000,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_4400,Taxes on financial and capital transactions,_T,Total,HKD,Hong Kong dollar,A,Annual,2019,,67198,,A,Normal value,6,Millions,4400,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_1110,Taxes on income and profits of individuals,_T,Total,HKD,Hong Kong dollar,A,Annual,2019,,55412,,A,Normal value,6,Millions,1110,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_1100,"Taxes on income, profits and capital gains of individuals",_T,Total,HKD,Hong Kong dollar,A,Annual,2019,,55412,,A,Normal value,6,Millions,1100,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_5200,"Taxes on use of goods, or on permission to use goods or perform activities",_T,Total,HKD,Hong Kong dollar,A,Annual,2019,,7219,,A,Normal value,6,Millions,5200,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_6100,Other taxes paid solely by business,_T,Total,HKD,Hong Kong dollar,A,Annual,2019,,3202,,A,Normal value,6,Millions,6100,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_5121,Excises,_T,Total,HKD,Hong Kong dollar,A,Annual,2019,,11391,,A,Normal value,6,Millions,5121,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,HKD,Hong Kong dollar,A,Annual,2020,,23001,,A,Normal value,6,Millions,4100,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_6000,Other taxes,_T,Total,HKD,Hong Kong dollar,A,Annual,2020,,7891,,A,Normal value,6,Millions,6000,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_5120,Taxes on specific goods and services,_T,Total,HKD,Hong Kong dollar,A,Annual,2020,,32830,,A,Normal value,6,Millions,5120,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_1200,"Taxes on income, profits and capital gains of corporations",_T,Total,HKD,Hong Kong dollar,A,Annual,2020,,135540,,A,Normal value,6,Millions,1200,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_5000,Taxes on goods and services,_T,Total,HKD,Hong Kong dollar,A,Annual,2020,,39424,,A,Normal value,6,Millions,5000,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_5100,"Taxes on production, sale, transfer, leasing and delivery of goods and rendering of services",_T,Total,HKD,Hong Kong dollar,A,Annual,2020,,32830,,A,Normal value,6,Millions,5100,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_5220,"Non-recurrent taxes on use of goods, or on permission to use goods, or perform activities",_T,Total,HKD,Hong Kong dollar,A,Annual,2020,,6594,,A,Normal value,6,Millions,5220,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_1000,"Taxes on income, profits and capital gains of individuals and corporations",_T,Total,HKD,Hong Kong dollar,A,Annual,2020,,216861,,A,Normal value,6,Millions,1000,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_1210,Taxes on income and profits of corporations,_T,Total,HKD,Hong Kong dollar,A,Annual,2020,,135540,,A,Normal value,6,Millions,1210,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_4000,Taxes on property,_T,Total,HKD,Hong Kong dollar,A,Annual,2020,,112053,,A,Normal value,6,Millions,4000,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_1100,"Taxes on income, profits and capital gains of individuals",_T,Total,HKD,Hong Kong dollar,A,Annual,2020,,81321,,A,Normal value,6,Millions,1100,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_1110,Taxes on income and profits of individuals,_T,Total,HKD,Hong Kong dollar,A,Annual,2020,,81321,,A,Normal value,6,Millions,1110,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_4400,Taxes on financial and capital transactions,_T,Total,HKD,Hong Kong dollar,A,Annual,2020,,89045,,A,Normal value,6,Millions,4400,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_6100,Other taxes paid solely by business,_T,Total,HKD,Hong Kong dollar,A,Annual,2020,,3529,,A,Normal value,6,Millions,6100,,3,Three
DATAFLOW,OECD.CTP.TPS:DSD_REV_ASAP@DF_REVHKG(2.0),"Hong Kong, China - tax and non-tax revenues",I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_5200,"Taxes on use of goods, or on permission to use goods or perform activities",_T,Total,HKD,Hong Kong dollar,A,Annual,2020,,6594,,A,Normal value,6,Millions,5200,,3,Three
