STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,COU,Country,CORP_TAX,Corporate income tax rate,TIME_PERIOD,Year,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,CAN,Canada,COMB_CIT_RATE,Combined corporate income tax rate,2020,,26.25,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,CAN,Canada,COMB_CIT_RATE,Combined corporate income tax rate,2021,,26.18,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,CAN,Canada,COMB_CIT_RATE,Combined corporate income tax rate,2022,,26.21,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,CAN,Canada,COMB_CIT_RATE,Combined corporate income tax rate,2023,,26.21,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,FRA,France,CIT_RATE,Corporate income tax rate,2019,,34.433333,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,FRA,France,CIT_RATE,Corporate income tax rate,2020,,32.023,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,FRA,France,CIT_RATE,Corporate income tax rate,2021,,28.4075,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,FRA,France,CIT_RATE,Corporate income tax rate,2022,,25.825,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,FRA,France,CIT_RATE,Corporate income tax rate,2023,,25.825,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,FRA,France,CIT_RATE_EXCL_SURTAX,Corporate income tax rate exclusive of surtax,2019,,33.333333,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,FRA,France,CIT_RATE_EXCL_SURTAX,Corporate income tax rate exclusive of surtax,2020,,31,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,FRA,France,CIT_RATE_EXCL_SURTAX,Corporate income tax rate exclusive of surtax,2021,,27.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,FRA,France,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2019,,34.433333,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,FRA,France,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2020,,32.023,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,FRA,France,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2021,,28.4075,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,FRA,France,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2022,,25.825,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,FRA,France,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2023,,25.825,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,FRA,France,COMB_CIT_RATE,Combined corporate income tax rate,2019,,34.433333,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,FRA,France,COMB_CIT_RATE,Combined corporate income tax rate,2020,,32.023,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,FRA,France,COMB_CIT_RATE,Combined corporate income tax rate,2021,,28.4075,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,FRA,France,COMB_CIT_RATE,Combined corporate income tax rate,2022,,25.825,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,FRA,France,COMB_CIT_RATE,Combined corporate income tax rate,2023,,25.825,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,DEU,Germany,CIT_RATE,Corporate income tax rate,2019,,15.825,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,DEU,Germany,CIT_RATE,Corporate income tax rate,2020,,15.825,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,DEU,Germany,CIT_RATE,Corporate income tax rate,2021,,15.825,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,DEU,Germany,CIT_RATE,Corporate income tax rate,2022,,15.825,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,DEU,Germany,CIT_RATE,Corporate income tax rate,2023,,15.825,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,DEU,Germany,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2019,,15.825,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,DEU,Germany,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2020,,15.825,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,DEU,Germany,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2021,,15.825,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,DEU,Germany,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2022,,15.825,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,DEU,Germany,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2023,,15.825,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,DEU,Germany,SUB_CENT_GOV_CIT_RATE,Sub-central government corporate income tax rate,2019,,14.112781,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,DEU,Germany,SUB_CENT_GOV_CIT_RATE,Sub-central government corporate income tax rate,2020,,14.005331,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,DEU,Germany,SUB_CENT_GOV_CIT_RATE,Sub-central government corporate income tax rate,2021,,14.116208,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,DEU,Germany,SUB_CENT_GOV_CIT_RATE,Sub-central government corporate income tax rate,2022,,14.116208,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,DEU,Germany,SUB_CENT_GOV_CIT_RATE,Sub-central government corporate income tax rate,2023,,14.116208,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,DEU,Germany,COMB_CIT_RATE,Combined corporate income tax rate,2019,,29.937781,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,DEU,Germany,COMB_CIT_RATE,Combined corporate income tax rate,2020,,29.830331,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,DEU,Germany,COMB_CIT_RATE,Combined corporate income tax rate,2021,,29.941208,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,DEU,Germany,COMB_CIT_RATE,Combined corporate income tax rate,2022,,29.941208,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,DEU,Germany,COMB_CIT_RATE,Combined corporate income tax rate,2023,,29.941208,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,GRC,Greece,CIT_RATE,Corporate income tax rate,2019,,24,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,GRC,Greece,CIT_RATE,Corporate income tax rate,2020,,24,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,GRC,Greece,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2019,,24,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,GRC,Greece,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2020,,24,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,GRC,Greece,COMB_CIT_RATE,Combined corporate income tax rate,2019,,24,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,GRC,Greece,COMB_CIT_RATE,Combined corporate income tax rate,2020,,24,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,HUN,Hungary,CIT_RATE,Corporate income tax rate,2019,,9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,HUN,Hungary,CIT_RATE,Corporate income tax rate,2020,,9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,HUN,Hungary,CIT_RATE,Corporate income tax rate,2021,,9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,HUN,Hungary,CIT_RATE,Corporate income tax rate,2022,,9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,HUN,Hungary,CIT_RATE,Corporate income tax rate,2023,,9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,HUN,Hungary,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2019,,9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,HUN,Hungary,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2020,,9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,HUN,Hungary,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2021,,9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,HUN,Hungary,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2022,,9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,HUN,Hungary,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2023,,9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,HUN,Hungary,COMB_CIT_RATE,Combined corporate income tax rate,2019,,9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,HUN,Hungary,COMB_CIT_RATE,Combined corporate income tax rate,2020,,9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,HUN,Hungary,COMB_CIT_RATE,Combined corporate income tax rate,2021,,9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,HUN,Hungary,COMB_CIT_RATE,Combined corporate income tax rate,2022,,9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,HUN,Hungary,COMB_CIT_RATE,Combined corporate income tax rate,2023,,9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,IRL,Ireland,CIT_RATE,Corporate income tax rate,2019,,12.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,IRL,Ireland,CIT_RATE,Corporate income tax rate,2020,,12.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,IRL,Ireland,CIT_RATE,Corporate income tax rate,2021,,12.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,IRL,Ireland,CIT_RATE,Corporate income tax rate,2022,,12.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,IRL,Ireland,CIT_RATE,Corporate income tax rate,2023,,12.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,IRL,Ireland,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2019,,12.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,IRL,Ireland,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2020,,12.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,IRL,Ireland,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2021,,12.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,IRL,Ireland,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2022,,12.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,IRL,Ireland,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2023,,12.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,IRL,Ireland,COMB_CIT_RATE,Combined corporate income tax rate,2019,,12.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,IRL,Ireland,COMB_CIT_RATE,Combined corporate income tax rate,2020,,12.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,IRL,Ireland,COMB_CIT_RATE,Combined corporate income tax rate,2021,,12.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,IRL,Ireland,COMB_CIT_RATE,Combined corporate income tax rate,2022,,12.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,IRL,Ireland,COMB_CIT_RATE,Combined corporate income tax rate,2023,,12.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,ITA,Italy,CIT_RATE,Corporate income tax rate,2019,,24,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,ITA,Italy,CIT_RATE,Corporate income tax rate,2020,,24,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,ITA,Italy,CIT_RATE,Corporate income tax rate,2021,,24,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,ITA,Italy,CIT_RATE,Corporate income tax rate,2022,,24,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,ITA,Italy,CIT_RATE,Corporate income tax rate,2023,,24,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,ITA,Italy,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2019,,23.9064,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,ITA,Italy,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2020,,23.91,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,ITA,Italy,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2021,,23.91,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,ITA,Italy,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2022,,23.91,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,ITA,Italy,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2023,,23.91,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,ITA,Italy,SUB_CENT_GOV_CIT_RATE,Sub-central government corporate income tax rate,2019,,3.9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,ITA,Italy,SUB_CENT_GOV_CIT_RATE,Sub-central government corporate income tax rate,2020,,3.9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,ITA,Italy,SUB_CENT_GOV_CIT_RATE,Sub-central government corporate income tax rate,2021,,3.9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,ITA,Italy,SUB_CENT_GOV_CIT_RATE,Sub-central government corporate income tax rate,2022,,3.9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,ITA,Italy,SUB_CENT_GOV_CIT_RATE,Sub-central government corporate income tax rate,2023,,3.9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,ITA,Italy,COMB_CIT_RATE,Combined corporate income tax rate,2019,,27.8064,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,ITA,Italy,COMB_CIT_RATE,Combined corporate income tax rate,2020,,27.81,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,ITA,Italy,COMB_CIT_RATE,Combined corporate income tax rate,2021,,27.81,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,ITA,Italy,COMB_CIT_RATE,Combined corporate income tax rate,2022,,27.81,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,ITA,Italy,COMB_CIT_RATE,Combined corporate income tax rate,2023,,27.81,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,JPN,Japan,CIT_RATE,Corporate income tax rate,2019,,23.2,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,JPN,Japan,CIT_RATE,Corporate income tax rate,2020,,23.2,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,JPN,Japan,CIT_RATE,Corporate income tax rate,2021,,23.2,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,JPN,Japan,CIT_RATE,Corporate income tax rate,2022,,23.2,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,JPN,Japan,CIT_RATE,Corporate income tax rate,2023,,23.2,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,JPN,Japan,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2019,,22.39,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,JPN,Japan,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2020,,22.39,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,JPN,Japan,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2021,,22.39,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,JPN,Japan,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2022,,22.39,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,JPN,Japan,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2023,,22.39,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,JPN,Japan,SUB_CENT_GOV_CIT_RATE,Sub-central government corporate income tax rate,2019,,7.35,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,JPN,Japan,SUB_CENT_GOV_CIT_RATE,Sub-central government corporate income tax rate,2020,,7.35,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,JPN,Japan,SUB_CENT_GOV_CIT_RATE,Sub-central government corporate income tax rate,2021,,7.35,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,JPN,Japan,SUB_CENT_GOV_CIT_RATE,Sub-central government corporate income tax rate,2022,,7.35,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,JPN,Japan,SUB_CENT_GOV_CIT_RATE,Sub-central government corporate income tax rate,2023,,7.35,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,JPN,Japan,COMB_CIT_RATE,Combined corporate income tax rate,2019,,29.74,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,JPN,Japan,COMB_CIT_RATE,Combined corporate income tax rate,2020,,29.74,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,JPN,Japan,COMB_CIT_RATE,Combined corporate income tax rate,2021,,29.74,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,JPN,Japan,COMB_CIT_RATE,Combined corporate income tax rate,2022,,29.74,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,JPN,Japan,COMB_CIT_RATE,Combined corporate income tax rate,2023,,29.74,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,KOR,Korea,CIT_RATE,Corporate income tax rate,2023,,24,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,KOR,Korea,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2023,,24,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,KOR,Korea,SUB_CENT_GOV_CIT_RATE,Sub-central government corporate income tax rate,2019,,2.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,KOR,Korea,SUB_CENT_GOV_CIT_RATE,Sub-central government corporate income tax rate,2020,,2.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,KOR,Korea,SUB_CENT_GOV_CIT_RATE,Sub-central government corporate income tax rate,2021,,2.5,,A,,PC,Percentage,0,Units,,
